NDW:0.0
TTFW:1.8
DFPT:2.0
DFPAP:3.0
DFPMP:0.0
SEARCH_STEPS:9.0
TIME_TO_FINISH:2.0
level,win/fail,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
Mario-1,true,1.00,66,474,54,2,107,1
Mario-2,true,1.00,142,608,100,3,230,41
Mario-3,true,1.00,81,501,49,2,205,35
Mario-4,false,0.95,216150,6604,216067,6604,3199116,208
Mario-5,true,1.00,978,940,931,27,1482,30
Mario-6,true,1.00,393,456,372,11,1172,52
Mario-7,true,1.00,86,915,65,2,743,118
Mario-8,true,1.00,14265,895,14204,447,319994,725
Mario-9,true,1.00,70,618,48,2,190,20
Mario-10,true,1.00,252,470,242,7,1234,145
Mario-11,true,1.00,162,674,138,4,465,49
Mario-12,true,1.00,171,1510,102,3,623,121
Mario-13,true,1.00,38,581,15,1,351,121
Mario-14,true,1.00,26,590,7,1,92,10
Mario-15,true,1.00,54671,1743,54657,1694,978317,658
